<<<<<<< HEAD
,park,beauty,equip,food,hospital,manage,pharmacy,sell,dbscan_cluster
674,1,2,1,0,1,1,0,5,4
675,1,2,1,0,1,1,0,5,4
676,1,2,0,0,1,1,0,5,4
677,2,2,0,0,1,1,0,5,4
678,2,2,0,0,1,1,0,5,4
679,2,2,0,0,1,1,0,5,4
680,3,2,0,0,1,1,0,3,4
681,3,2,0,0,1,1,1,3,4
682,3,2,0,0,1,1,1,3,4
683,3,2,0,0,1,1,1,3,4
684,3,2,1,0,1,1,2,3,4
685,3,2,1,0,1,1,2,3,4
686,3,2,1,0,1,1,2,3,4
687,3,2,1,0,1,1,2,3,4
688,3,3,1,0,2,2,2,5,4
689,3,2,1,0,1,2,2,5,4
690,3,2,1,0,1,2,2,4,4
691,3,2,1,0,1,2,2,4,4
692,3,2,1,0,1,2,2,4,4
693,3,2,1,0,1,2,2,4,4
694,3,2,1,0,1,2,2,4,4
695,3,2,1,0,1,2,2,4,4
696,2,2,1,0,1,2,2,4,4
697,2,2,1,0,1,2,2,4,4
698,2,2,1,0,1,2,2,4,4
699,2,2,1,1,1,2,2,5,4
700,3,2,1,1,1,2,4,5,-1
701,4,2,1,1,1,2,6,5,-1
702,4,2,1,2,1,2,6,5,-1
703,4,2,1,3,2,2,6,5,-1
704,3,2,1,3,2,2,6,5,-1
705,3,2,1,3,2,1,5,3,-1
706,3,2,2,3,2,1,4,3,-1
707,3,1,2,3,1,0,4,1,6
708,3,1,1,3,1,0,5,1,6
709,3,1,1,3,1,0,5,1,6
710,3,1,3,3,1,0,5,1,6
711,3,1,3,3,1,0,5,1,6
712,3,1,3,3,1,0,5,1,6
713,3,1,3,3,1,0,5,1,6
714,4,2,3,3,2,0,5,2,6
715,3,2,3,3,2,0,5,2,6
716,3,2,3,2,2,0,5,2,6
717,3,4,3,2,3,0,5,4,-1
718,3,4,2,2,3,0,5,4,-1
719,3,4,2,2,3,0,6,4,-1
720,3,5,2,2,3,0,6,5,-1
721,3,5,2,2,3,0,6,5,-1
722,3,6,2,2,3,2,7,7,5
723,3,6,2,2,3,2,7,7,5
724,3,6,2,2,3,2,7,7,5
725,3,6,2,2,3,2,8,7,5
726,3,6,2,2,3,2,8,7,5
727,3,7,2,2,4,2,8,8,-1
728,1,1,0,0,1,0,0,3,4
729,1,2,0,0,1,1,0,5,4
730,1,2,0,0,1,1,0,5,4
731,1,2,0,0,1,1,0,5,4
732,2,2,0,0,1,1,0,5,4
733,2,2,0,0,1,1,0,5,4
734,2,2,0,0,1,1,0,5,4
735,2,2,0,0,1,1,0,3,4
736,2,2,0,0,1,1,0,3,4
737,2,2,0,0,1,1,0,3,4
738,2,2,0,0,1,1,0,3,4
739,2,2,0,0,1,1,1,3,4
740,2,2,0,0,1,1,1,3,4
741,2,2,1,0,1,1,1,3,4
742,2,2,1,0,1,1,2,3,4
743,2,2,1,0,1,1,2,3,4
744,2,2,1,0,1,1,2,3,4
745,2,2,1,0,1,1,2,3,4
746,2,3,1,0,2,2,2,5,4
747,2,2,1,0,1,2,2,4,4
748,2,2,1,0,1,2,2,4,4
749,2,2,1,0,1,2,2,4,4
750,2,2,1,0,1,2,2,4,4
751,2,2,1,0,1,2,2,4,4
752,2,2,1,0,1,2,2,4,4
753,2,2,1,0,1,2,2,4,4
754,2,2,1,0,1,2,2,4,4
755,2,2,1,0,1,2,3,5,4
756,2,2,1,0,1,2,4,5,4
757,3,2,1,1,1,2,6,5,-1
758,3,2,1,2,1,2,6,5,-1
759,3,2,1,3,2,2,6,5,-1
760,2,2,1,3,2,2,5,5,-1
761,2,1,1,3,1,0,4,1,6
762,2,1,0,3,1,0,4,1,6
763,2,1,0,3,1,0,4,1,6
764,2,1,0,3,1,0,5,1,6
765,2,1,0,3,1,0,5,1,6
766,2,1,2,3,1,0,5,1,6
767,2,1,2,3,1,0,5,1,6
768,2,1,2,3,1,0,5,1,6
769,2,2,2,3,2,0,5,2,6
770,2,2,2,2,2,0,5,2,6
771,2,2,2,2,2,0,5,2,6
772,2,2,2,2,2,0,5,2,6
773,3,4,2,2,3,0,5,4,-1
774,3,4,2,2,3,0,5,4,-1
775,3,4,2,2,3,0,6,4,-1
776,3,5,2,2,3,0,6,5,-1
777,3,5,2,2,3,1,7,5,-1
778,3,6,2,2,3,2,7,7,5
779,3,6,2,2,3,2,7,7,5
780,3,6,2,2,3,2,8,7,5
781,3,6,2,2,3,2,8,7,5
782,3,6,2,2,3,2,8,7,5
783,3,8,2,2,4,3,8,8,-1
784,1,1,0,0,1,0,0,3,4
785,1,2,0,0,1,1,0,5,4
786,1,2,0,0,1,1,0,5,4
787,2,2,0,0,1,1,0,5,4
788,2,2,0,0,1,1,0,5,4
789,2,2,0,0,1,1,0,3,4
790,2,2,0,0,1,1,0,3,4
791,2,2,0,0,1,1,0,3,4
792,2,2,0,0,1,1,0,3,4
793,2,2,0,0,1,1,0,3,4
794,2,2,0,0,1,1,0,3,4
795,2,2,0,0,1,1,0,3,4
796,2,2,0,0,1,1,1,3,4
797,2,2,0,0,1,1,1,3,4
798,2,2,1,0,1,1,1,3,4
799,2,2,1,0,1,1,2,3,4
800,2,2,1,0,1,1,2,3,4
801,2,2,1,0,1,1,2,3,4
802,2,2,1,0,1,1,2,3,4
803,2,2,1,0,1,1,2,3,4
804,2,1,1,0,0,1,2,2,4
805,2,2,1,0,1,2,2,4,4
806,2,2,1,0,1,2,2,4,4
807,2,2,1,0,1,2,2,4,4
808,2,2,1,0,1,2,2,4,4
809,2,2,1,0,1,2,2,4,4
810,2,2,1,0,1,2,2,4,4
811,2,2,1,0,1,2,4,4,4
812,2,2,1,0,1,2,4,5,4
813,2,2,1,0,1,2,6,5,-1
814,3,1,1,1,0,1,5,3,-1
815,3,1,1,2,1,1,4,3,-1
816,3,1,1,2,1,1,4,3,-1
817,2,1,0,2,1,0,4,1,6
818,2,1,0,2,1,0,4,1,6
819,2,1,0,2,1,0,4,1,6
820,2,1,0,2,1,0,5,1,6
821,2,1,2,2,1,0,5,1,6
822,2,1,2,2,1,0,5,1,6
823,2,1,2,2,1,0,5,1,6
824,2,1,2,2,1,0,5,1,6
825,2,2,2,2,2,0,5,2,6
826,2,2,2,2,2,0,5,2,6
827,2,2,2,2,2,0,5,2,6
828,2,2,2,2,2,0,5,2,6
829,2,2,2,2,2,0,5,2,6
830,2,4,2,2,3,0,5,4,-1
831,2,4,2,2,3,0,6,4,-1
832,3,4,2,2,3,0,7,4,-1
833,3,5,2,2,3,1,7,5,-1
834,3,6,2,2,3,2,7,7,5
835,3,6,2,2,3,2,8,7,5
836,3,6,2,2,3,2,8,7,5
837,3,6,2,2,3,2,8,7,5
838,3,7,2,2,3,3,8,7,-1
839,3,7,2,2,3,3,8,7,-1
840,1,1,0,0,1,0,0,3,4
841,1,3,0,0,1,1,0,6,-1
842,2,3,0,0,2,1,0,6,-1
843,2,3,0,0,2,1,1,4,4
844,2,3,0,0,2,1,1,4,4
845,2,3,0,0,2,1,1,4,4
846,2,3,0,0,2,1,1,4,4
847,2,3,0,0,2,1,1,4,4
848,2,3,0,0,2,1,1,4,4
849,2,3,0,0,2,1,1,4,4
850,2,3,0,0,2,1,0,4,4
851,2,3,0,0,2,1,0,4,4
852,2,3,0,0,1,1,0,4,4
853,2,2,0,0,1,1,0,3,4
854,2,2,0,0,1,1,1,3,4
855,2,2,0,0,1,1,1,3,4
856,2,2,1,0,1,1,1,3,4
857,2,2,1,0,1,1,1,3,4
858,2,2,1,0,1,1,2,3,4
859,2,2,1,0,1,1,2,3,4
860,2,2,1,0,1,1,2,3,4
861,2,1,1,0,0,1,2,2,4
862,2,1,1,0,0,1,2,2,4
863,2,1,1,0,0,1,2,2,4
864,2,1,1,0,0,1,2,2,4
865,2,1,1,0,0,1,2,2,4
866,2,1,1,0,0,1,2,2,4
867,2,1,1,0,0,1,4,2,-1
868,2,1,1,0,0,1,4,3,-1
869,2,1,1,0,0,1,4,3,-1
870,2,1,1,1,0,1,4,3,-1
871,3,1,0,2,1,1,4,3,-1
872,3,0,0,2,1,0,4,1,6
873,2,1,0,2,1,0,4,1,6
874,2,1,0,2,1,0,4,1,6
875,2,1,0,2,1,0,4,1,6
876,2,1,0,2,1,0,4,1,6
877,2,1,2,2,1,0,5,1,6
878,2,1,2,2,1,0,5,1,6
879,2,1,2,2,1,0,5,1,6
880,2,1,2,2,1,0,5,1,6
881,2,2,2,2,2,0,5,2,6
882,2,2,2,2,2,0,5,2,6
883,2,2,2,2,2,0,5,2,6
884,2,2,2,2,2,0,5,2,6
885,2,2,2,2,2,0,5,2,6
886,2,4,2,2,3,0,5,3,-1
887,2,4,2,2,3,0,6,4,-1
888,2,4,2,2,3,1,7,4,-1
889,2,5,2,2,3,1,7,5,-1
890,2,5,2,2,3,1,7,5,-1
891,2,6,2,2,3,2,8,7,5
892,3,6,2,2,3,2,8,7,5
893,3,7,2,2,3,3,8,7,-1
894,3,7,2,2,3,3,9,7,-1
895,3,7,2,2,3,3,9,9,-1
896,1,2,0,0,2,0,1,2,4
897,2,2,0,0,2,0,2,2,4
898,2,3,0,0,2,1,2,4,4
899,2,3,0,0,2,1,2,4,4
900,2,3,0,0,2,1,2,4,4
901,2,3,0,0,2,1,2,4,4
902,2,3,0,0,2,1,2,4,4
903,2,3,0,0,2,1,2,4,4
904,2,3,0,0,2,1,2,4,4
905,2,3,0,0,2,1,2,4,4
906,2,3,0,0,2,1,2,4,4
907,2,3,0,0,2,1,2,4,4
908,2,3,0,0,2,1,1,4,4
909,2,3,0,0,2,1,0,4,4
910,2,3,0,0,2,1,0,4,4
911,2,2,0,0,1,1,0,3,4
912,2,2,0,0,1,1,0,3,4
913,2,2,0,0,1,1,0,3,4
914,2,2,0,0,1,1,1,3,4
915,2,2,0,0,1,1,1,3,4
916,2,2,1,0,1,1,1,3,4
917,2,2,1,0,1,1,1,3,4
918,2,1,1,0,0,1,1,2,4
919,2,1,1,0,0,1,1,2,4
920,2,1,1,0,0,1,0,2,4
921,2,1,1,0,0,1,0,2,4
922,2,1,1,0,0,1,0,2,4
923,2,1,1,0,0,1,2,2,4
924,2,1,0,0,0,1,4,2,-1
925,2,1,0,0,0,1,4,3,-1
926,2,1,0,1,0,1,4,3,-1
927,2,1,0,1,0,1,4,3,-1
928,3,0,0,2,1,0,4,1,6
929,2,0,0,2,1,0,4,1,6
930,2,1,0,2,1,0,4,1,6
931,2,1,0,2,1,0,4,1,6
932,2,1,0,2,1,0,4,1,6
933,2,1,2,2,1,0,5,1,6
934,2,1,2,2,1,0,5,1,6
935,2,1,2,2,1,0,5,1,6
936,2,2,2,2,2,0,5,2,6
937,2,2,2,2,2,0,5,2,6
938,2,2,2,2,2,0,5,2,6
939,2,2,2,2,2,0,5,2,6
940,2,2,2,2,2,0,5,2,6
941,2,2,2,2,2,0,5,2,6
942,2,2,2,2,2,0,6,2,6
943,2,4,2,2,3,1,6,3,-1
944,2,4,2,2,3,1,7,4,-1
945,2,4,2,2,3,1,7,4,-1
946,2,5,2,2,3,1,8,5,-1
947,2,6,2,2,3,2,8,7,5
948,2,6,2,2,3,2,9,7,-1
949,2,7,2,2,3,3,9,7,-1
950,2,8,2,2,4,4,9,11,-1
951,2,8,2,2,4,4,10,11,-1
952,1,2,0,0,2,0,2,2,4
953,2,2,0,0,2,0,2,2,4
954,2,3,0,0,2,1,2,4,4
955,2,3,0,0,2,1,2,4,4
956,2,3,1,0,2,1,2,4,4
957,2,3,1,0,2,1,2,4,4
958,2,3,1,0,2,1,2,4,4
959,2,3,1,0,2,1,2,4,4
960,2,3,1,0,2,1,2,4,4
961,2,3,1,0,2,1,2,4,4
962,2,3,1,0,2,1,2,4,4
963,2,3,1,0,2,1,2,4,4
964,2,3,1,0,2,1,2,4,4
965,2,3,1,0,2,1,2,4,4
966,2,3,1,0,2,1,2,4,4
967,2,3,1,0,2,1,1,4,4
968,2,3,1,0,2,1,0,4,4
969,2,2,0,0,1,1,0,3,4
970,2,2,0,0,1,1,0,3,4
971,2,2,0,0,1,1,0,3,4
972,2,2,0,0,1,1,0,3,4
973,2,2,0,0,1,1,0,3,4
974,2,2,0,0,1,1,0,3,4
975,2,1,0,0,0,1,0,2,4
976,2,1,0,0,0,1,0,2,4
977,2,1,0,0,0,1,0,2,4
978,2,1,0,0,0,1,0,2,4
979,2,1,0,0,0,1,2,2,4
980,2,1,0,0,0,1,4,2,-1
981,2,1,0,0,0,1,4,2,-1
982,2,1,0,1,0,1,4,3,-1
983,2,0,0,1,0,0,4,1,6
984,2,0,0,2,0,0,4,1,6
985,2,0,0,2,1,0,4,1,6
986,2,1,0,2,1,0,4,1,6
987,2,1,0,2,1,0,4,1,6
988,2,1,0,2,1,0,4,1,6
989,2,1,2,2,1,0,4,1,6
990,2,1,2,2,1,0,5,1,6
991,2,1,2,2,1,0,5,1,6
992,2,2,2,2,2,0,5,2,6
993,2,2,2,2,2,0,5,2,6
994,2,2,2,2,2,0,5,2,6
995,2,2,2,2,2,0,5,2,6
996,2,2,2,2,2,0,5,2,6
997,2,2,2,2,2,0,5,2,6
998,2,2,2,2,2,0,6,2,6
999,2,2,2,2,2,1,6,2,6
1000,2,4,2,2,3,1,6,3,-1
1001,2,4,2,2,3,1,7,4,-1
1002,2,4,2,2,3,1,9,4,-1
1003,2,5,2,2,3,1,9,5,-1
1004,2,8,2,2,4,4,10,9,-1
1005,2,8,2,2,4,4,10,9,-1
1006,2,8,2,2,4,4,10,11,-1
1007,2,8,2,2,4,4,10,10,-1
1008,2,2,0,0,2,0,2,2,4
1009,2,2,0,0,2,0,2,2,4
1010,2,3,1,0,2,0,2,3,4
1011,2,4,1,0,3,1,2,5,4
1012,2,4,1,0,3,1,2,5,4
1013,2,4,1,0,3,1,2,5,4
1014,2,4,1,0,3,1,2,5,4
1015,2,4,1,0,3,1,2,5,4
1016,2,4,1,0,2,1,2,5,4
1017,2,3,1,0,2,1,2,4,4
1018,2,3,1,0,2,1,2,4,4
1019,2,3,1,0,2,1,2,4,4
1020,2,3,1,0,2,1,2,4,4
1021,2,3,1,0,2,1,2,4,4
1022,2,3,1,0,2,1,2,4,4
1023,2,3,1,0,2,1,2,4,4
1024,2,3,1,0,2,1,2,4,4
1025,2,3,1,0,2,1,0,4,4
1026,2,2,1,0,1,1,0,3,4
1027,2,2,0,0,1,1,0,3,4
1028,2,2,0,0,1,1,0,3,4
1029,2,2,0,0,1,1,0,3,4
1030,2,2,0,0,1,1,0,3,4
1031,2,1,0,0,0,1,0,2,4
1032,2,1,0,0,0,1,0,2,4
1033,2,1,0,0,0,1,0,2,4
1034,2,1,0,0,0,1,0,2,4
1035,2,1,0,0,0,1,2,2,4
1036,2,1,0,0,0,1,4,2,-1
1037,2,1,0,0,0,1,4,2,-1
1038,2,1,0,1,0,1,4,2,-1
1039,2,0,0,1,0,0,4,1,6
1040,2,0,0,1,0,0,4,1,6
1041,2,0,0,2,1,0,4,1,6
1042,1,0,0,2,1,0,4,1,6
1043,2,1,0,2,1,0,4,1,6
1044,2,1,0,2,1,0,4,1,6
1045,2,1,2,2,1,0,4,1,6
1046,2,1,2,2,1,0,4,1,6
1047,2,1,2,2,1,0,5,1,6
1048,2,2,2,2,2,0,5,2,6
1049,2,2,2,2,2,0,5,2,6
1050,2,2,2,2,2,0,5,2,6
1051,2,2,2,2,2,0,5,2,6
1052,2,2,2,2,2,0,5,2,6
1053,2,2,2,2,2,0,6,2,6
1054,2,2,2,2,2,0,6,2,6
1055,2,2,2,2,2,1,6,2,6
1056,2,2,2,2,2,1,6,2,6
1057,2,3,2,2,3,1,8,3,-1
1058,2,4,2,2,3,1,9,4,-1
1059,2,5,2,2,4,2,10,6,-1
1060,2,7,2,2,4,3,10,7,-1
1061,2,8,2,2,4,4,10,11,-1
1062,2,8,2,2,4,4,10,10,-1
1063,2,8,2,2,4,4,10,11,-1
1064,2,3,1,0,3,0,2,3,4
1065,2,3,1,0,3,0,2,3,4
1066,2,3,1,0,3,0,2,3,4
1067,2,3,1,0,3,0,2,3,4
1068,2,4,1,0,3,1,2,5,4
1069,2,4,1,0,3,1,2,5,4
1070,2,4,1,0,3,1,2,5,4
1071,2,4,1,0,3,1,2,5,4
1072,2,4,1,0,3,1,2,5,4
1073,2,4,1,0,3,1,2,5,4
1074,2,4,1,0,3,1,2,5,4
1075,2,4,1,0,3,1,2,5,4
1076,2,4,1,0,2,1,2,5,4
1077,2,3,1,0,2,1,2,4,4
1078,2,3,1,0,2,1,2,4,4
1079,2,3,1,0,2,1,2,4,4
1080,2,3,1,0,2,1,2,4,4
1081,2,3,1,0,2,1,2,4,4
1082,2,3,1,0,2,1,0,4,4
1083,2,3,1,0,1,1,0,4,4
1084,2,2,1,0,1,1,0,3,4
1085,2,2,0,0,1,1,0,3,4
1086,2,2,0,0,1,1,0,3,4
1087,2,2,0,0,1,1,0,3,4
1088,2,1,0,0,0,1,0,2,4
1089,2,1,0,0,0,1,0,2,4
1090,2,1,0,0,0,1,0,2,4
1091,2,1,0,0,0,1,1,2,4
1092,2,1,0,0,0,1,4,2,-1
1093,2,1,0,0,0,1,4,2,-1
1094,2,0,0,1,0,0,4,0,6
1095,2,0,0,1,0,0,4,0,6
1096,2,0,0,1,0,0,4,1,6
1097,2,0,0,1,0,0,4,1,6
1098,1,0,0,2,1,0,4,1,6
1099,1,0,0,2,1,0,4,1,6
1100,2,1,0,2,1,0,4,1,6
1101,2,1,0,2,1,0,4,1,6
1102,2,1,2,2,1,0,4,1,6
1103,2,1,2,2,1,0,4,1,6
1104,2,2,2,2,2,0,5,2,6
1105,2,2,2,2,2,0,5,2,6
1106,2,2,2,2,2,0,5,2,6
1107,2,2,2,2,2,0,5,2,6
1108,2,2,2,2,2,0,5,2,6
1109,2,2,2,2,2,0,6,2,6
1110,2,2,2,2,2,1,6,2,6
1111,2,2,2,2,2,1,6,2,6
1112,2,2,2,2,2,1,7,2,6
1113,2,2,2,2,2,1,9,2,-1
1114,2,4,2,2,4,2,9,4,-1
1115,2,4,2,2,4,2,10,5,-1
1116,2,6,2,2,4,3,10,6,-1
1117,2,7,2,2,4,3,10,8,-1
1118,2,8,2,2,4,4,10,10,-1
1119,2,8,2,2,4,4,10,11,-1
1120,2,3,1,0,3,0,3,3,4
1121,2,3,1,0,3,0,3,3,4
1122,2,3,1,0,3,0,3,3,4
1123,2,3,1,0,3,0,4,3,4
1124,2,3,1,0,3,0,4,3,4
1125,2,4,1,0,3,1,4,5,4
1126,2,4,1,0,3,1,4,5,4
1127,2,4,1,0,3,1,4,5,4
1128,2,4,1,0,3,1,4,5,4
1129,2,4,1,0,3,1,2,5,4
1130,2,4,1,0,3,1,2,5,4
1131,2,4,1,0,3,1,2,5,4
1132,2,4,1,0,3,1,2,5,4
1133,2,4,1,0,3,1,2,5,4
1134,2,4,1,0,3,1,2,5,4
1135,2,3,1,0,2,1,2,4,4
1136,2,3,1,0,2,1,2,4,4
1137,2,3,1,0,2,1,2,4,4
1138,2,3,1,0,2,1,2,4,4
1139,2,3,1,0,2,1,0,4,4
1140,2,2,1,0,1,1,0,3,4
1141,2,2,1,0,1,1,0,3,4
1142,2,2,0,0,1,1,0,3,4
1143,2,2,0,0,1,1,0,3,4
1144,2,1,0,0,0,1,0,2,4
1145,2,1,0,0,0,1,0,2,4
1146,2,1,0,0,0,1,0,2,4
1147,2,1,0,0,0,1,1,2,4
1148,2,1,0,0,0,1,2,2,4
1149,2,0,0,0,0,0,4,0,6
1150,2,0,0,1,0,0,4,0,6
1151,2,0,0,1,0,0,4,0,6
1152,2,0,0,1,0,0,4,0,6
1153,2,0,0,1,0,0,4,0,6
1154,1,0,0,1,0,0,4,1,6
1155,1,0,0,2,0,0,4,1,6
1156,1,0,0,2,1,0,4,1,6
1157,2,1,0,2,1,0,4,1,6
1158,2,1,2,2,1,0,4,1,6
1159,2,1,2,2,1,0,4,1,6
1160,2,2,2,2,2,0,4,2,6
1161,2,2,2,2,2,0,4,2,6
1162,2,2,2,2,2,0,5,2,6
1163,2,2,2,2,2,0,5,2,6
1164,2,2,2,2,2,0,5,2,6
1165,2,2,2,2,2,0,6,2,6
1166,2,2,2,2,2,1,6,2,6
1167,2,2,2,2,2,1,7,2,6
1168,2,2,2,2,2,1,8,2,-1
1169,2,3,2,2,3,2,9,4,-1
1170,2,3,2,2,3,2,9,4,-1
1171,2,3,2,2,3,2,9,3,-1
1172,2,5,2,2,4,3,10,4,-1
1173,2,5,2,2,4,3,10,6,-1
1174,2,7,2,2,4,3,10,8,-1
1175,2,7,2,2,4,3,10,9,-1
1176,2,3,1,0,3,0,4,3,4
1177,2,3,1,0,3,0,4,3,4
1178,2,3,1,0,3,0,4,3,4
1179,2,3,1,0,3,0,4,3,4
1180,2,3,1,0,3,0,4,3,4
1181,2,3,1,0,3,0,4,3,4
1182,2,4,1,0,3,1,4,5,4
1183,2,4,1,0,3,1,4,5,4
1184,2,4,1,0,3,1,4,5,4
1185,2,4,1,0,3,1,4,5,4
1186,2,4,1,0,3,1,4,5,4
1187,2,4,1,0,3,1,4,5,4
1188,2,4,1,0,3,1,3,5,4
1189,2,4,1,0,3,1,2,5,4
1190,2,4,1,0,3,1,2,5,4
1191,2,4,1,0,3,1,2,5,4
1192,2,3,1,0,2,1,2,4,4
1193,2,4,1,0,2,1,2,4,4
1194,2,4,1,0,2,1,2,4,4
1195,2,4,1,0,2,1,2,4,4
1196,2,4,1,0,2,1,0,4,4
1197,2,2,1,0,1,1,0,3,4
1198,2,2,1,0,1,1,0,3,4
1199,2,2,0,0,1,1,0,3,4
1200,2,1,0,0,0,1,0,2,4
1201,2,1,0,0,0,1,0,2,4
1202,2,1,0,0,0,1,0,2,4
1203,2,1,0,0,0,1,0,2,4
1204,2,0,0,0,0,0,2,0,4
1205,2,0,0,0,0,0,4,0,6
1206,2,0,0,0,0,0,4,0,6
1207,2,0,0,1,0,0,4,0,6
1208,2,0,0,1,0,0,4,0,6
1209,2,0,0,1,0,0,4,0,6
1210,1,0,0,1,0,0,4,0,6
1211,1,0,0,1,0,0,4,0,6
1212,1,0,0,1,0,0,4,1,6
1213,1,0,0,2,1,0,4,1,6
1214,1,1,0,2,1,0,4,1,6
1215,2,1,2,2,1,0,4,1,6
1216,2,2,2,2,1,0,4,1,6
1217,2,2,2,2,2,0,4,2,6
1218,2,2,2,2,2,0,4,2,6
1219,2,2,2,2,2,0,5,2,6
1220,2,2,2,2,2,0,6,2,6
1221,2,2,2,2,2,0,6,2,6
1222,2,2,2,2,2,1,6,2,6
1223,2,2,2,2,2,1,8,2,-1
1224,2,3,2,2,3,2,8,4,-1
1225,2,3,2,2,3,2,9,3,-1
1226,2,3,2,2,3,2,9,3,-1
1227,2,3,2,2,3,2,9,3,-1
1228,2,4,2,2,3,3,9,3,-1
1229,2,4,2,2,3,3,10,5,-1
1230,2,4,2,2,3,3,10,6,-1
1231,2,5,2,1,3,3,10,7,-1
1232,2,3,1,0,3,0,4,3,4
1233,2,3,1,0,3,0,4,3,4
1234,2,3,1,0,3,0,4,3,4
1235,2,3,1,0,3,0,4,3,4
1236,2,3,1,0,3,0,4,3,4
1237,2,3,1,0,3,0,4,3,4
1238,2,3,1,0,3,0,4,3,4
1239,2,4,1,0,3,1,4,5,4
1240,2,4,1,0,3,1,4,5,4
1241,2,4,1,0,3,1,4,5,4
1242,2,4,1,0,3,1,4,5,4
1243,2,4,1,0,3,1,4,5,4
1244,2,4,1,0,3,1,4,5,4
1245,2,5,1,0,4,1,5,7,-1
1246,2,5,1,0,4,1,4,7,-1
1247,2,5,1,0,4,1,3,7,-1
1248,2,5,1,0,4,1,3,7,-1
1249,2,5,1,0,3,1,3,7,4
1250,2,4,1,0,3,1,3,6,4
1251,2,4,1,0,3,1,3,6,4
1252,2,4,1,0,3,1,3,6,4
1253,2,4,1,0,3,1,1,6,4
1254,2,3,1,0,2,1,1,5,4
1255,2,3,1,0,2,1,1,5,4
1256,2,2,0,0,1,1,1,4,4
1257,2,2,0,0,0,1,0,2,4
1258,2,1,0,0,0,1,0,2,4
1259,2,0,0,0,0,0,0,0,4
1260,2,0,0,0,0,0,1,0,4
1261,2,0,0,0,0,0,4,0,6
1262,2,0,0,0,0,0,4,0,6
1263,2,0,0,1,0,0,4,0,6
1264,2,0,0,1,0,0,4,0,6
1265,2,0,0,1,0,0,4,0,6
1266,1,0,0,1,0,0,4,0,6
1267,1,0,0,1,0,0,4,0,6
1268,1,0,0,1,0,0,4,0,6
1269,1,0,0,1,0,0,4,0,6
1270,1,0,0,1,0,0,4,0,6
1271,1,0,2,2,1,0,4,0,6
1272,1,1,2,2,1,0,4,1,6
1273,2,2,2,2,2,0,4,2,6
1274,2,2,2,2,2,0,4,2,6
1275,2,2,2,2,2,0,4,2,6
1276,2,2,2,2,2,0,5,2,6
1277,2,2,2,2,2,0,5,1,6
1278,2,2,2,2,2,1,7,1,6
1279,2,3,2,2,3,2,8,3,-1
1280,2,3,2,2,3,2,8,3,-1
1281,2,3,2,2,3,2,9,3,-1
1282,2,3,2,2,3,2,9,3,-1
1283,2,3,2,2,3,2,9,3,-1
1284,2,4,2,2,3,3,9,3,-1
1285,2,4,2,1,2,3,9,5,-1
1286,2,4,2,1,2,3,9,6,-1
1287,2,4,2,1,2,3,10,6,-1
1288,2,3,1,0,3,0,4,3,4
1289,2,3,1,0,3,0,4,3,4
1290,2,3,1,0,3,0,4,3,4
1291,2,3,1,0,3,0,4,3,4
1292,2,3,1,0,3,0,4,3,4
1293,2,3,1,0,3,0,4,3,4
1294,2,3,1,0,3,0,4,3,4
1295,2,3,1,0,3,0,4,3,4
1296,2,3,1,0,3,0,4,3,4
1297,2,4,1,0,3,1,4,5,4
1298,2,5,1,0,3,1,4,5,4
1299,2,5,1,0,4,1,5,7,-1
1300,2,5,1,0,4,1,5,7,-1
1301,2,5,1,0,4,1,5,7,-1
1302,2,5,1,0,4,1,5,7,-1
1303,2,5,1,0,4,1,5,7,-1
1304,2,5,1,0,4,1,4,7,-1
1305,2,5,1,0,4,1,3,7,-1
1306,2,4,1,0,3,1,3,6,4
1307,2,4,1,0,3,1,4,6,4
1308,2,4,1,0,3,1,4,6,4
1309,2,4,1,0,3,1,2,6,4
1310,2,3,1,0,2,1,2,5,4
1311,2,3,1,0,2,1,2,5,4
1312,2,2,1,0,1,1,2,4,4
1313,2,1,0,0,1,0,1,2,4
1314,2,1,0,0,1,0,1,2,4
1315,2,1,0,0,1,0,0,0,4
1316,2,0,0,0,0,0,0,0,4
1317,2,0,0,0,0,0,1,0,4
1318,2,0,0,0,0,0,4,0,6
1319,2,0,0,0,0,0,4,0,6
1320,2,0,0,1,0,0,4,0,6
1321,2,0,0,1,0,0,4,0,6
1322,1,0,0,1,0,0,4,0,6
1323,1,0,0,1,0,0,4,0,6
1324,1,0,0,1,0,0,4,0,6
1325,1,0,0,1,0,0,4,0,6
1326,1,0,0,1,0,0,4,0,6
1327,1,0,0,1,0,0,4,0,6
1328,1,0,2,1,0,0,4,0,-1
1329,1,1,2,1,1,0,4,1,-1
1330,1,2,2,1,1,0,4,1,6
1331,2,2,2,2,2,0,4,1,6
1332,2,2,2,2,2,0,5,1,6
1333,2,2,2,2,2,0,5,1,6
1334,2,2,2,2,2,0,7,1,6
1335,2,3,2,2,3,2,7,3,-1
1336,2,3,2,2,3,2,7,3,-1
1337,2,3,2,2,3,2,7,3,-1
1338,2,3,2,1,2,2,8,3,-1
1339,2,3,2,1,2,2,8,3,-1
1340,2,4,2,1,2,3,8,3,-1
1341,2,4,2,1,2,3,8,6,-1
1342,2,4,2,1,2,3,8,6,-1
1343,2,3,2,1,2,3,8,6,-1
1344,2,3,1,0,3,0,4,3,4
1345,2,3,1,0,3,0,4,3,4
1346,2,3,1,0,3,0,4,3,4
